State,Year,Fuel,Value
Nebraska,2007,Industrial,7.6
Nebraska,2008,Industrial,7.7
Nebraska,2009,Industrial,7.4
Nebraska,2010,Industrial,7.9
Nebraska,2011,Industrial,8.6
Nebraska,2012,Industrial,9.1
Nebraska,2013,Industrial,9.3
Nebraska,2014,Industrial,9.1
Nebraska,2015,Industrial,9.2
Nevada,1990,Industrial,2.2
Nevada,1991,Industrial,2.3
Nevada,1992,Industrial,2.6
Nevada,1993,Industrial,2.6
Nevada,1994,Industrial,2.8
Nevada,1995,Industrial,3.1
Nevada,1996,Industrial,2.7
Nevada,1997,Industrial,2.9
Nevada,1998,Industrial,2.8
Nevada,1999,Industrial,2.7
Nevada,2000,Industrial,2.6
Nevada,2001,Industrial,2.5
Nevada,2002,Industrial,2.2
Nevada,2003,Industrial,2.1
Nevada,2004,Industrial,2.5
Nevada,2005,Industrial,2.8
Nevada,2006,Industrial,2.9
Nevada,2007,Industrial,2.9
Nevada,2008,Industrial,2.8
Nevada,2009,Industrial,2.7
Nevada,2010,Industrial,2.7
Nevada,2011,Industrial,1.8
Nevada,2012,Industrial,2.1
Nevada,2013,Industrial,2.4
Nevada,2014,Industrial,3.2
Nevada,2015,Industrial,2.1
New Hampshire,1990,Industrial,0.9
New Hampshire,1991,Industrial,0.8
New Hampshire,1992,Industrial,1.2
New Hampshire,1993,Industrial,1.4
New Hampshire,1994,Industrial,1.2
New Hampshire,1995,Industrial,1.1
New Hampshire,1996,Industrial,1.1
New Hampshire,1997,Industrial,1
New Hampshire,1998,Industrial,1
New Hampshire,1999,Industrial,1
New Hampshire,2000,Industrial,1.3
New Hampshire,2001,Industrial,1.3
New Hampshire,2002,Industrial,1.1
New Hampshire,2003,Industrial,1.1
New Hampshire,2004,Industrial,1.2
New Hampshire,2005,Industrial,1
New Hampshire,2006,Industrial,1.2
New Hampshire,2007,Industrial,0.9
New Hampshire,2008,Industrial,0.9
New Hampshire,2009,Industrial,0.8
New Hampshire,2010,Industrial,0.7
New Hampshire,2011,Industrial,0.7
New Hampshire,2012,Industrial,0.7
New Hampshire,2013,Industrial,0.8
New Hampshire,2014,Industrial,0.8
New Hampshire,2015,Industrial,0.8
New Jersey,1990,Industrial,14.9
New Jersey,1991,Industrial,15.2
New Jersey,1992,Industrial,19.2
New Jersey,1993,Industrial,19.1
New Jersey,1994,Industrial,19.7
New Jersey,1995,Industrial,19.8
New Jersey,1996,Industrial,19.7
New Jersey,1997,Industrial,19.8
New Jersey,1998,Industrial,18.7
New Jersey,1999,Industrial,19.6
New Jersey,2000,Industrial,12.5
New Jersey,2001,Industrial,13.9
New Jersey,2002,Industrial,13.4
New Jersey,2003,Industrial,13.6
New Jersey,2004,Industrial,14
New Jersey,2005,Industrial,14
New Jersey,2006,Industrial,12.7
New Jersey,2007,Industrial,12.5
New Jersey,2008,Industrial,10.7
New Jersey,2009,Industrial,9.2
New Jersey,2010,Industrial,8.8
New Jersey,2011,Industrial,9.8
New Jersey,2012,Industrial,10.1
New Jersey,2013,Industrial,9.7
New Jersey,2014,Industrial,9.7
New Jersey,2015,Industrial,9.6
New Mexico,1990,Industrial,7.6
New Mexico,1991,Industrial,7.5
New Mexico,1992,Industrial,7.6
New Mexico,1993,Industrial,7.3
New Mexico,1994,Industrial,7.3
New Mexico,1995,Industrial,7.6
New Mexico,1996,Industrial,8.2
New Mexico,1997,Industrial,7.5
New Mexico,1998,Industrial,6.6
New Mexico,1999,Industrial,6.7
New Mexico,2000,Industrial,7.9
New Mexico,2001,Industrial,8
New Mexico,2002,Industrial,7.2
New Mexico,2003,Industrial,7.8
New Mexico,2004,Industrial,8.3
New Mexico,2005,Industrial,8
New Mexico,2006,Industrial,7.6
New Mexico,2007,Industrial,8.8
New Mexico,2008,Industrial,7.9
New Mexico,2009,Industrial,7.2
New Mexico,2010,Industrial,7.2
New Mexico,2011,Industrial,7.4
New Mexico,2012,Industrial,7.5
New Mexico,2013,Industrial,7.2
New Mexico,2014,Industrial,7.6
New Mexico,2015,Industrial,7.4
New York,1990,Industrial,20.1
New York,1991,Industrial,19.3
New York,1992,Industrial,20.5
New York,1993,Industrial,20.7
New York,1994,Industrial,20.9
New York,1995,Industrial,22.8
New York,1996,Industrial,23.5
New York,1997,Industrial,22.5
New York,1998,Industrial,21.7
New York,1999,Industrial,17.8
New York,2000,Industrial,17.5
New York,2001,Industrial,16.2
New York,2002,Industrial,14.6
New York,2003,Industrial,14
New York,2004,Industrial,13.7
New York,2005,Industrial,14.6
New York,2006,Industrial,14
New York,2007,Industrial,13.4
New York,2008,Industrial,12.8
New York,2009,Industrial,10.6
New York,2010,Industrial,9.9
New York,2011,Industrial,10.2
New York,2012,Industrial,10.1
New York,2013,Industrial,9.7
New York,2014,Industrial,9.3
New York,2015,Industrial,9.7
North Carolina,1990,Industrial,17.8
North Carolina,1991,Industrial,17.3
North Carolina,1992,Industrial,19
North Carolina,1993,Industrial,18.3
North Carolina,1994,Industrial,17.5
North Carolina,1995,Industrial,18.7
North Carolina,1996,Industrial,18.8
North Carolina,1997,Industrial,18.7
North Carolina,1998,Industrial,17.4
North Carolina,1999,Industrial,16.2
North Carolina,2000,Industrial,17
North Carolina,2001,Industrial,16
North Carolina,2002,Industrial,15.1
North Carolina,2003,Industrial,14.2
North Carolina,2004,Industrial,14.5
North Carolina,2005,Industrial,14.7
North Carolina,2006,Industrial,13.9
North Carolina,2007,Industrial,13
North Carolina,2008,Industrial,12
North Carolina,2009,Industrial,10.5
North Carolina,2010,Industrial,11
North Carolina,2011,Industrial,10.6
North Carolina,2012,Industrial,10.3
North Carolina,2013,Industrial,10.8
North Carolina,2014,Industrial,10.4
North Carolina,2015,Industrial,10.2
North Dakota,1990,Industrial,11.1
North Dakota,1991,Industrial,11.2
North Dakota,1992,Industrial,11.8
North Dakota,1993,Industrial,11.7
North Dakota,1994,Industrial,12
North Dakota,1995,Industrial,12.6
North Dakota,1996,Industrial,11.8
North Dakota,1997,Industrial,11.7
North Dakota,1998,Industrial,11.8
North Dakota,1999,Industrial,11.5
North Dakota,2000,Industrial,12.3
North Dakota,2001,Industrial,13
North Dakota,2002,Industrial,12.3
North Dakota,2003,Industrial,12.2
North Dakota,2004,Industrial,11.8
North Dakota,2005,Industrial,12.4
North Dakota,2006,Industrial,12.8
North Dakota,2007,Industrial,12.7
North Dakota,2008,Industrial,13.1
North Dakota,2009,Industrial,12.6
North Dakota,2010,Industrial,14
North Dakota,2011,Industrial,15.1
North Dakota,2012,Industrial,15.7
North Dakota,2013,Industrial,16.1
North Dakota,2014,Industrial,17.2
North Dakota,2015,Industrial,16.1
Ohio,1990,Industrial,50.4
Ohio,1991,Industrial,46.3
Ohio,1992,Industrial,48.3
Ohio,1993,Industrial,46.1
Ohio,1994,Industrial,46.5
Ohio,1995,Industrial,45.4
Ohio,1996,Industrial,45
Ohio,1997,Industrial,43
Ohio,1998,Industrial,42.5
Ohio,1999,Industrial,42.4
Ohio,2000,Industrial,39.5
Ohio,2001,Industrial,39.4
Ohio,2002,Industrial,37.7
Ohio,2003,Industrial,39.2
Ohio,2004,Industrial,37.5
Ohio,2005,Industrial,37.2
Ohio,2006,Industrial,38.3
Ohio,2007,Industrial,38.7
Ohio,2008,Industrial,38.3
Ohio,2009,Industrial,32.5
Ohio,2010,Industrial,36.3
Ohio,2011,Industrial,35.4
Ohio,2012,Industrial,37.3
Ohio,2013,Industrial,38.4
Ohio,2014,Industrial,40
Ohio,2015,Industrial,38.5
Oklahoma,1990,Industrial,23.4
Oklahoma,1991,Industrial,21.3
Oklahoma,1992,Industrial,22.4
Oklahoma,1993,Industrial,23.8
Oklahoma,1994,Industrial,23.1
Oklahoma,1995,Industrial,23.2
Oklahoma,1996,Industrial,22.3
Oklahoma,1997,Industrial,23
Oklahoma,1998,Industrial,20.9
Oklahoma,1999,Industrial,20.6
Oklahoma,2000,Industrial,19.2
Oklahoma,2001,Industrial,18.2
Oklahoma,2002,Industrial,18.1
Oklahoma,2003,Industrial,19.7
Oklahoma,2004,Industrial,20.5
Oklahoma,2005,Industrial,21.2
Oklahoma,2006,Industrial,23.3
Oklahoma,2007,Industrial,21.5
Oklahoma,2008,Industrial,22.6
Oklahoma,2009,Industrial,19.8
Oklahoma,2010,Industrial,20.7
Oklahoma,2011,Industrial,21.2
Oklahoma,2012,Industrial,22
Oklahoma,2013,Industrial,22.1
Oklahoma,2014,Industrial,23.1
Oklahoma,2015,Industrial,22.6
Oregon,1990,Industrial,5.2
Oregon,1991,Industrial,5.4
Oregon,1992,Industrial,6
Oregon,1993,Industrial,6.1
Oregon,1994,Industrial,6.1
Oregon,1995,Industrial,6.5
Oregon,1996,Industrial,7
Oregon,1997,Industrial,7.1
Oregon,1998,Industrial,8
Oregon,1999,Industrial,8.7
Oregon,2000,Industrial,6.6
Oregon,2001,Industrial,5.6
Oregon,2002,Industrial,6
Oregon,2003,Industrial,5.3
Oregon,2004,Industrial,5.7
Oregon,2005,Industrial,5.3
Oregon,2006,Industrial,5.7
Oregon,2007,Industrial,5.4
Oregon,2008,Industrial,5.4
Oregon,2009,Industrial,4.7
Oregon,2010,Industrial,4.5
Oregon,2011,Industrial,5
Oregon,2012,Industrial,4.9
Oregon,2013,Industrial,4.7
Oregon,2014,Industrial,4.8
Oregon,2015,Industrial,4.8
Pennsylvania,1990,Industrial,64.1
Pennsylvania,1991,Industrial,58
Pennsylvania,1992,Industrial,62.1
Pennsylvania,1993,Industrial,62
Pennsylvania,1994,Industrial,62.1
Pennsylvania,1995,Industrial,62
Pennsylvania,1996,Industrial,61.4
Pennsylvania,1997,Industrial,60.9
Pennsylvania,1998,Industrial,50.3
Pennsylvania,1999,Industrial,49.7
Pennsylvania,2000,Industrial,50
Pennsylvania,2001,Industrial,48.8
Pennsylvania,2002,Industrial,48.3
Pennsylvania,2003,Industrial,49.4
Pennsylvania,2004,Industrial,49.2
Pennsylvania,2005,Industrial,47.7
Pennsylvania,2006,Industrial,47.6
Pennsylvania,2007,Industrial,46.6
Pennsylvania,2008,Industrial,46
Pennsylvania,2009,Industrial,36.1
Pennsylvania,2010,Industrial,41.5
Pennsylvania,2011,Industrial,42.3
Pennsylvania,2012,Industrial,43.3
Pennsylvania,2013,Industrial,50.6
Pennsylvania,2014,Industrial,54.6
Pennsylvania,2015,Industrial,53.6
Rhode Island,1990,Industrial,0.7
Rhode Island,1991,Industrial,1.8
Rhode Island,1992,Industrial,3
Rhode Island,1993,Industrial,1
Rhode Island,1994,Industrial,2.7
Rhode Island,1995,Industrial,2.3
Rhode Island,1996,Industrial,1.9
Rhode Island,1997,Industrial,1.7
Rhode Island,1998,Industrial,2.6
Rhode Island,1999,Industrial,2.2
Rhode Island,2000,Industrial,0.7
Rhode Island,2001,Industrial,0.6
Rhode Island,2002,Industrial,0.5
Rhode Island,2003,Industrial,0.6
Rhode Island,2004,Industrial,0.6
Rhode Island,2005,Industrial,0.6
Rhode Island,2006,Industrial,0.6
Rhode Island,2007,Industrial,0.6
Rhode Island,2008,Industrial,0.5
Rhode Island,2009,Industrial,0.7
Rhode Island,2010,Industrial,0.6
Rhode Island,2011,Industrial,0.6
Rhode Island,2012,Industrial,0.6
Rhode Island,2013,Industrial,0.6
Rhode Island,2014,Industrial,0.6
Rhode Island,2015,Industrial,0.6
South Carolina,1990,Industrial,13.5
South Carolina,1991,Industrial,13.2
South Carolina,1992,Industrial,13.7
South Carolina,1993,Industrial,14.3
South Carolina,1994,Industrial,13.9
South Carolina,1995,Industrial,13.7
South Carolina,1996,Industrial,13.2
South Carolina,1997,Industrial,13.8
South Carolina,1998,Industrial,13.8
South Carolina,1999,Industrial,13.4
South Carolina,2000,Industrial,13.5
South Carolina,2001,Industrial,14
South Carolina,2002,Industrial,14.1
South Carolina,2003,Industrial,14.1
South Carolina,2004,Industrial,14.4
South Carolina,2005,Industrial,13.6
South Carolina,2006,Industrial,13
South Carolina,2007,Industrial,11.8
South Carolina,2008,Industrial,10.8
South Carolina,2009,Industrial,9.9
South Carolina,2010,Industrial,9
South Carolina,2011,Industrial,8.6
South Carolina,2012,Industrial,8
South Carolina,2013,Industrial,7.9
South Carolina,2014,Industrial,8.3
South Carolina,2015,Industrial,8.4
South Dakota,1990,Industrial,2.3
South Dakota,1991,Industrial,2.1
South Dakota,1992,Industrial,2
South Dakota,1993,Industrial,2.4
South Dakota,1994,Industrial,2.5
South Dakota,1995,Industrial,2.3
South Dakota,1996,Industrial,2.4
South Dakota,1997,Industrial,2.4
South Dakota,1998,Industrial,2.2
South Dakota,1999,Industrial,2.3
South Dakota,2000,Industrial,2.6
South Dakota,2001,Industrial,2.1
South Dakota,2002,Industrial,2.4
South Dakota,2003,Industrial,2.4
South Dakota,2004,Industrial,2.3
South Dakota,2005,Industrial,2.3
South Dakota,2006,Industrial,2.2
South Dakota,2007,Industrial,2.9
South Dakota,2008,Industrial,3.2
South Dakota,2009,Industrial,3.3
South Dakota,2010,Industrial,3.4
South Dakota,2011,Industrial,3.6
South Dakota,2012,Industrial,3.5
South Dakota,2013,Industrial,3.9
South Dakota,2014,Industrial,3.8
South Dakota,2015,Industrial,3.8
Tennessee,1990,Industrial,18.7
Tennessee,1991,Industrial,18.6
Tennessee,1992,Industrial,20
Tennessee,1993,Industrial,20
Tennessee,1994,Industrial,20.1
Tennessee,1995,Industrial,19.8
Tennessee,1996,Industrial,19.6
Tennessee,1997,Industrial,20.2
Tennessee,1998,Industrial,20.5
Tennessee,1999,Industrial,20
Tennessee,2000,Industrial,19.3
Tennessee,2001,Industrial,20.8
Tennessee,2002,Industrial,20
Tennessee,2003,Industrial,19.9
Tennessee,2004,Industrial,19.7
Tennessee,2005,Industrial,19.5
Tennessee,2006,Industrial,19.9
Tennessee,2007,Industrial,19.3
Tennessee,2008,Industrial,18.7
Tennessee,2009,Industrial,14.9
Tennessee,2010,Industrial,15.6
Tennessee,2011,Industrial,16
Tennessee,2012,Industrial,15.7
Tennessee,2013,Industrial,16.6
Tennessee,2014,Industrial,16.6
Tennessee,2015,Industrial,16.3
Texas,1990,Industrial,205.3
Texas,1991,Industrial,203.9
Texas,1992,Industrial,202.6
Texas,1993,Industrial,205.4
Texas,1994,Industrial,207.4
Texas,1995,Industrial,212.7
Texas,1996,Industrial,233.8
Texas,1997,Industrial,248.9
Texas,1998,Industrial,239.2
Texas,1999,Industrial,213.6
Texas,2000,Industrial,221.3
Texas,2001,Industrial,217
Texas,2002,Industrial,211.7
Texas,2003,Industrial,212.9
Texas,2004,Industrial,209
Texas,2005,Industrial,167.1
Texas,2006,Industrial,175.3
Texas,2007,Industrial,165.1
Texas,2008,Industrial,140
Texas,2009,Industrial,124
Texas,2010,Industrial,145.5
Texas,2011,Industrial,148.2
Texas,2012,Industrial,161.6
Texas,2013,Industrial,164.6
Texas,2014,Industrial,162.9
Texas,2015,Industrial,169.2
Utah,1990,Industrial,9.9
Utah,1991,Industrial,9.3
Utah,1992,Industrial,9.1
Utah,1993,Industrial,9.3
Utah,1994,Industrial,9.3
Utah,1995,Industrial,10.6
Utah,1996,Industrial,10.1
Utah,1997,Industrial,10.2
Utah,1998,Industrial,11.6
Utah,1999,Industrial,9.3
Utah,2000,Industrial,10.8
Utah,2001,Industrial,9.6
Utah,2002,Industrial,6.5
Utah,2003,Industrial,6.7
Utah,2004,Industrial,7.8
Utah,2005,Industrial,9
Utah,2006,Industrial,8
Utah,2007,Industrial,8.2
Utah,2008,Industrial,7.8
Utah,2009,Industrial,6.8
Utah,2010,Industrial,7
Utah,2011,Industrial,7.2
Utah,2012,Industrial,7.8
Utah,2013,Industrial,8.3
Utah,2014,Industrial,8.1
Utah,2015,Industrial,7.7
Vermont,1990,Industrial,0.5
Vermont,1991,Industrial,0.5
Vermont,1992,Industrial,0.6
Vermont,1993,Industrial,0.6
Vermont,1994,Industrial,0.5
Vermont,1995,Industrial,0.4
Vermont,1996,Industrial,0.4
Vermont,1997,Industrial,0.7
Vermont,1998,Industrial,0.5
Vermont,1999,Industrial,0.7
Vermont,2000,Industrial,0.6
Vermont,2001,Industrial,0.5
Vermont,2002,Industrial,0.5
Vermont,2003,Industrial,0.5
Vermont,2004,Industrial,0.6
Vermont,2005,Industrial,0.6
Vermont,2006,Industrial,0.6
Vermont,2007,Industrial,0.5
Vermont,2008,Industrial,0.5
Vermont,2009,Industrial,0.5
Vermont,2010,Industrial,0.5
Vermont,2011,Industrial,0.6
Vermont,2012,Industrial,0.5
Vermont,2013,Industrial,0.4
Vermont,2014,Industrial,0.4
Vermont,2015,Industrial,0.4
Virginia,1990,Industrial,19.8
Virginia,1991,Industrial,20.3
Virginia,1992,Industrial,19.1
Virginia,1993,Industrial,17.5
Virginia,1994,Industrial,17.8
Virginia,1995,Industrial,17.8
Virginia,1996,Industrial,17.7
Virginia,1997,Industrial,18
Virginia,1998,Industrial,17.8
Virginia,1999,Industrial,17.4
Virginia,2000,Industrial,17.4
Virginia,2001,Industrial,16.9
Virginia,2002,Industrial,16.7
Virginia,2003,Industrial,17.7
Virginia,2004,Industrial,18
Virginia,2005,Industrial,18.1
Virginia,2006,Industrial,17.1
Virginia,2007,Industrial,17.3
Virginia,2008,Industrial,16.7
Virginia,2009,Industrial,12.9
Virginia,2010,Industrial,13.1
Virginia,2011,Industrial,12.8
Virginia,2012,Industrial,13
Virginia,2013,Industrial,12.9
Virginia,2014,Industrial,12.6
Virginia,2015,Industrial,11.6
Washington,1990,Industrial,15.6
Washington,1991,Industrial,14.7
Washington,1992,Industrial,16.6
Washington,1993,Industrial,15
Washington,1994,Industrial,17.1
Washington,1995,Industrial,16.7
Washington,1996,Industrial,17.5
Washington,1997,Industrial,16.2
Washington,1998,Industrial,20.3
Washington,1999,Industrial,20.6
Washington,2000,Industrial,15.8
Washington,2001,Industrial,13.3
Washington,2002,Industrial,11.5
Washington,2003,Industrial,11.4
Washington,2004,Industrial,12
Washington,2005,Industrial,12.8
Washington,2006,Industrial,13.9
Washington,2007,Industrial,13.8
Washington,2008,Industrial,14.4
Washington,2009,Industrial,13.3
Washington,2010,Industrial,12.7
Washington,2011,Industrial,12.6
Washington,2012,Industrial,13.1
Washington,2013,Industrial,12.6
Washington,2014,Industrial,12.2
Washington,2015,Industrial,13.1
West Virginia,1990,Industrial,18.6
West Virginia,1991,Industrial,16.2
West Virginia,1992,Industrial,15.1
West Virginia,1993,Industrial,15.8
West Virginia,1994,Industrial,16.7
West Virginia,1995,Industrial,15.4
West Virginia,1996,Industrial,13.8
West Virginia,1997,Industrial,12.3
West Virginia,1998,Industrial,14.9
West Virginia,1999,Industrial,13.2
West Virginia,2000,Industrial,13.3
West Virginia,2001,Industrial,13.2
West Virginia,2002,Industrial,14.7
West Virginia,2003,Industrial,12.5
West Virginia,2004,Industrial,13.1
West Virginia,2005,Industrial,12
West Virginia,2006,Industrial,12.2
West Virginia,2007,Industrial,13.3
West Virginia,2008,Industrial,12.9
West Virginia,2009,Industrial,9.2
West Virginia,2010,Industrial,10.6
West Virginia,2011,Industrial,10.8
West Virginia,2012,Industrial,10.1
West Virginia,2013,Industrial,10.4
West Virginia,2014,Industrial,11.3
West Virginia,2015,Industrial,10.7
Wisconsin,1990,Industrial,14.6
Wisconsin,1991,Industrial,14.9
Wisconsin,1992,Industrial,14.8
Wisconsin,1993,Industrial,15.6
Wisconsin,1994,Industrial,16.1
Wisconsin,1995,Industrial,16.2
Wisconsin,1996,Industrial,16.4
Wisconsin,1997,Industrial,16.8
Wisconsin,1998,Industrial,15.7
Wisconsin,1999,Industrial,17.4
Wisconsin,2000,Industrial,18.3
Wisconsin,2001,Industrial,17.4
Wisconsin,2002,Industrial,17.7
Wisconsin,2003,Industrial,15.7
Wisconsin,2004,Industrial,16.6
Wisconsin,2005,Industrial,16.1
Wisconsin,2006,Industrial,15.3
Wisconsin,2007,Industrial,15.4
Wisconsin,2008,Industrial,14.7
Wisconsin,2009,Industrial,12.9
Wisconsin,2010,Industrial,12.9
Wisconsin,2011,Industrial,13.2
Wisconsin,2012,Industrial,12.9
Wisconsin,2013,Industrial,14
Wisconsin,2014,Industrial,14.4
Wisconsin,2015,Industrial,13.7
Wyoming,1990,Industrial,10.4
Wyoming,1991,Industrial,9.9
Wyoming,1992,Industrial,12
Wyoming,1993,Industrial,10.4
Wyoming,1994,Industrial,10.7
Wyoming,1995,Industrial,10.1
Wyoming,1996,Industrial,10.2
Wyoming,1997,Industrial,10.3
Wyoming,1998,Industrial,10.6
Wyoming,1999,Industrial,9.9
Wyoming,2000,Industrial,9.8
Wyoming,2001,Industrial,9.9
Wyoming,2002,Industrial,10.1
Wyoming,2003,Industrial,10.2
Wyoming,2004,Industrial,10
Wyoming,2005,Industrial,10
Wyoming,2006,Industrial,10.9
Wyoming,2007,Industrial,12.5
Wyoming,2008,Industrial,12.6
Wyoming,2009,Industrial,11.9
Wyoming,2010,Industrial,12.3
Wyoming,2011,Industrial,13.3
Wyoming,2012,Industrial,13.2
Wyoming,2013,Industrial,12.6
Wyoming,2014,Industrial,12.3
Wyoming,2015,Industrial,11.9
United States,1990,Industrial,1078.1
United States,1991,Industrial,1047.3
United States,1992,Industrial,1083.8
United States,1993,Industrial,1079.7
United States,1994,Industrial,1094.7
United States,1995,Industrial,1107
United States,1996,Industrial,1140.1
United States,1997,Industrial,1153.9
United States,1998,Industrial,1108.4
United States,1999,Industrial,1079.8
United States,2000,Industrial,1081.8
United States,2001,Industrial,1051.9
United States,2002,Industrial,1038.2
United States,2003,Industrial,1032.4
United States,2004,Industrial,1056
United States,2005,Industrial,998.7
United States,2006,Industrial,1015.4
United States,2007,Industrial,1007.3
United States,2008,Industrial,965.1
United States,2009,Industrial,848.9
United States,2010,Industrial,918.3
United States,2011,Industrial,922.6
United States,2012,Industrial,935.2
United States,2013,Industrial,954.8
United States,2014,Industrial,960.9
United States,2015,Industrial,947.4
Alabama,1990,Residential,3.1
Alabama,1991,Residential,3
Alabama,1992,Residential,3.2
Alabama,1993,Residential,3.4
Alabama,1994,Residential,3.3
Alabama,1995,Residential,3.3
Alabama,1996,Residential,3.7
Alabama,1997,Residential,3.4
Alabama,1998,Residential,3.1
Alabama,1999,Residential,3.3
Alabama,2000,Residential,3.7
Alabama,2001,Residential,3.5
Alabama,2002,Residential,3.2
Alabama,2003,Residential,3.1
Alabama,2004,Residential,3
Alabama,2005,Residential,2.7
Alabama,2006,Residential,2.5
Alabama,2007,Residential,2.4
Alabama,2008,Residential,2.5
Alabama,2009,Residential,2.5
Alabama,2010,Residential,2.9
Alabama,2011,Residential,2.3
Alabama,2012,Residential,1.8
Alabama,2013,Residential,2.2
Alabama,2014,Residential,2.4
Alabama,2015,Residential,2.1
Alaska,1990,Residential,1.6
Alaska,1991,Residential,1.6
Alaska,1992,Residential,1.7
Alaska,1993,Residential,1.7
Alaska,1994,Residential,1.8
Alaska,1995,Residential,1.8
Alaska,1996,Residential,1.8
Alaska,1997,Residential,1.7
Alaska,1998,Residential,1.6
Alaska,1999,Residential,1.9
Alaska,2000,Residential,1.7
Alaska,2001,Residential,1.8
Alaska,2002,Residential,1.6
Alaska,2003,Residential,1.7
Alaska,2004,Residential,1.8
Alaska,2005,Residential,1.8
Alaska,2006,Residential,2.1
Alaska,2007,Residential,1.8
Alaska,2008,Residential,1.8
Alaska,2009,Residential,1.7
Alaska,2010,Residential,1.7
Alaska,2011,Residential,1.7
Alaska,2012,Residential,1.8
Alaska,2013,Residential,1.6
Alaska,2014,Residential,1.5
Alaska,2015,Residential,1.6
Arizona,1990,Residential,1.8
Arizona,1991,Residential,1.9
Arizona,1992,Residential,1.8
Arizona,1993,Residential,1.7
Arizona,1994,Residential,1.8
Arizona,1995,Residential,1.7
Arizona,1996,Residential,1.7
Arizona,1997,Residential,1.8
Arizona,1998,Residential,2.2
Arizona,1999,Residential,2.1
Arizona,2000,Residential,2.1
Arizona,2001,Residential,2.2
Arizona,2002,Residential,2.2
Arizona,2003,Residential,2.1
Arizona,2004,Residential,2.2
Arizona,2005,Residential,2.1
Arizona,2006,Residential,2.2
Arizona,2007,Residential,2.3
Arizona,2008,Residential,2.4
Arizona,2009,Residential,2.2
Arizona,2010,Residential,2.3
Arizona,2011,Residential,2.4
Arizona,2012,Residential,2.1
Arizona,2013,Residential,2.4
Arizona,2014,Residential,2
Arizona,2015,Residential,2.1
Arkansas,1990,Residential,2.5
Arkansas,1991,Residential,2.6
Arkansas,1992,Residential,2.5
Arkansas,1993,Residential,2.8
Arkansas,1994,Residential,2.6
Arkansas,1995,Residential,2.7
Arkansas,1996,Residential,2.9
Arkansas,1997,Residential,2.7
Arkansas,1998,Residential,2.4
Arkansas,1999,Residential,2.7
Arkansas,2000,Residential,2.9
Arkansas,2001,Residential,2.7
Arkansas,2002,Residential,2.6
Arkansas,2003,Residential,2.5
Arkansas,2004,Residential,2.3
Arkansas,2005,Residential,2.2
Arkansas,2006,Residential,2.1
Arkansas,2007,Residential,2.1
Arkansas,2008,Residential,2.3
Arkansas,2009,Residential,2.2
Arkansas,2010,Residential,2.3
Arkansas,2011,Residential,2.1
Arkansas,2012,Residential,1.6
Arkansas,2013,Residential,2.2
Arkansas,2014,Residential,2.3
Arkansas,2015,Residential,2
California,1990,Residential,29.5
California,1991,Residential,29.3
California,1992,Residential,27.2
California,1993,Residential,28.8
California,1994,Residential,29.4
California,1995,Residential,26.8
California,1996,Residential,27
California,1997,Residential,26.8
California,1998,Residential,32.3
California,1999,Residential,32
California,2000,Residential,27.6
California,2001,Residential,28.7
California,2002,Residential,28.7
California,2003,Residential,28.4
California,2004,Residential,29.4
California,2005,Residential,28.2
California,2006,Residential,28.4
California,2007,Residential,28.6
California,2008,Residential,28.8
California,2009,Residential,28.3
California,2010,Residential,28.9
California,2011,Residential,29.7
California,2012,Residential,27.4
California,2013,Residential,27.7
California,2014,Residential,22.9
California,2015,Residential,23.4
Colorado,1990,Residential,5
Colorado,1991,Residential,5.7
Colorado,1992,Residential,5.4
Colorado,1993,Residential,6
Colorado,1994,Residential,5.6
Colorado,1995,Residential,6
Colorado,1996,Residential,6.4
Colorado,1997,Residential,6.2
Colorado,1998,Residential,5.9
Colorado,1999,Residential,6.4
Colorado,2000,Residential,6.8
Colorado,2001,Residential,7.2
Colorado,2002,Residential,7.5
Colorado,2003,Residential,7.6
Colorado,2004,Residential,7.2
Colorado,2005,Residential,7.5
Colorado,2006,Residential,7.1
Colorado,2007,Residential,7.8
Colorado,2008,Residential,8
Colorado,2009,Residential,7.6
Colorado,2010,Residential,7.8
Colorado,2011,Residential,7.8
Colorado,2012,Residential,7
Colorado,2013,Residential,8.2
Colorado,2014,Residential,8
Colorado,2015,Residential,7.4
Connecticut,1990,Residential,8.1
Connecticut,1991,Residential,7.8
Connecticut,1992,Residential,9.3
Connecticut,1993,Residential,8.9
Connecticut,1994,Residential,8.5
Connecticut,1995,Residential,7.8
Connecticut,1996,Residential,8.3
Connecticut,1997,Residential,8
Connecticut,1998,Residential,7
Connecticut,1999,Residential,7.9
Connecticut,2000,Residential,8.6
Connecticut,2001,Residential,8.3
Connecticut,2002,Residential,8.1
Connecticut,2003,Residential,9.6
Connecticut,2004,Residential,10.1
Connecticut,2005,Residential,9.2
Connecticut,2006,Residential,8
Connecticut,2007,Residential,8.2
Connecticut,2008,Residential,8
Connecticut,2009,Residential,8.1
Connecticut,2010,Residential,7.5
Connecticut,2011,Residential,7.2
Connecticut,2012,Residential,6.6
Connecticut,2013,Residential,7.2
Connecticut,2014,Residential,7.5
Connecticut,2015,Residential,7.6
Delaware,1990,Residential,1
Delaware,1991,Residential,1.1
Delaware,1992,Residential,1.1
Delaware,1993,Residential,1.1
Delaware,1994,Residential,1.2
Delaware,1995,Residential,1.2
Delaware,1996,Residential,1.3
Delaware,1997,Residential,1.1
